,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),County,State,URL,Unnamed: 0_level_0
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marengo County,Alabama,https://livingwage.mit.edu/counties/01091,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Marengo County,Alabama,https://livingwage.mit.edu/counties/01091,Minimum Wage
0,$12.72,$25.54,$31.34,$39.75,$20.92,$25.13,$28.74,$30.39,$10.46,$14.16,$17.55,$19.96,Marion County,Alabama,https://livingwage.mit.edu/counties/01093,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marion County,Alabama,https://livingwage.mit.edu/counties/01093,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Marion County,Alabama,https://livingwage.mit.edu/counties/01093,Minimum Wage
0,$12.84,$25.01,$30.13,$37.95,$21.04,$25.28,$28.89,$30.63,$10.52,$13.89,$16.94,$19.06,Marshall County,Alabama,https://livingwage.mit.edu/counties/01095,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Marshall County,Alabama,https://livingwage.mit.edu/counties/01095,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Marshall County,Alabama,https://livingwage.mit.edu/counties/01095,Minimum Wage
0,$14.37,$27.78,$33.96,$43.30,$22.59,$27.00,$30.60,$32.81,$11.29,$15.28,$18.85,$21.73,Mobile County,Alabama,https://livingwage.mit.edu/counties/01097,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mobile County,Alabama,https://livingwage.mit.edu/counties/01097,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Mobile County,Alabama,https://livingwage.mit.edu/counties/01097,Minimum Wage
0,$12.81,$25.91,$32.09,$40.46,$21.44,$25.13,$28.74,$29.98,$10.72,$14.34,$17.92,$20.32,Monroe County,Alabama,https://livingwage.mit.edu/counties/01099,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Monroe County,Alabama,https://livingwage.mit.edu/counties/01099,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Monroe County,Alabama,https://livingwage.mit.edu/counties/01099,Minimum Wage
0,$13.58,$27.37,$33.45,$42.19,$22.61,$26.69,$30.29,$32.00,$11.30,$15.07,$18.60,$21.18,Montgomery County,Alabama,https://livingwage.mit.edu/counties/01101,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Montgomery County,Alabama,https://livingwage.mit.edu/counties/01101,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Montgomery County,Alabama,https://livingwage.mit.edu/counties/01101,Minimum Wage
0,$12.85,$26.72,$33.18,$42.19,$21.50,$25.67,$29.27,$30.88,$10.75,$14.75,$18.46,$21.18,Morgan County,Alabama,https://livingwage.mit.edu/counties/01103,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Morgan County,Alabama,https://livingwage.mit.edu/counties/01103,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Morgan County,Alabama,https://livingwage.mit.edu/counties/01103,Minimum Wage
0,$13.15,$25.54,$31.34,$39.45,$21.44,$25.13,$28.74,$30.09,$10.72,$14.16,$17.55,$19.81,Perry County,Alabama,https://livingwage.mit.edu/counties/01105,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Perry County,Alabama,https://livingwage.mit.edu/counties/01105,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Perry County,Alabama,https://livingwage.mit.edu/counties/01105,Minimum Wage
0,$12.89,$25.54,$31.34,$39.79,$21.09,$25.13,$28.74,$30.43,$10.55,$14.16,$17.55,$19.98,Pickens County,Alabama,https://livingwage.mit.edu/counties/01107,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pickens County,Alabama,https://livingwage.mit.edu/counties/01107,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pickens County,Alabama,https://livingwage.mit.edu/counties/01107,Minimum Wage
0,$12.67,$25.19,$30.57,$38.65,$21.50,$25.21,$28.81,$30.55,$10.75,$13.98,$17.16,$19.41,Pike County,Alabama,https://livingwage.mit.edu/counties/01109,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pike County,Alabama,https://livingwage.mit.edu/counties/01109,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pike County,Alabama,https://livingwage.mit.edu/counties/01109,Minimum Wage
0,$12.81,$25.12,$30.50,$38.61,$21.43,$25.13,$28.74,$30.51,$10.72,$13.95,$17.13,$19.39,Randolph County,Alabama,https://livingwage.mit.edu/counties/01111,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Randolph County,Alabama,https://livingwage.mit.edu/counties/01111,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Randolph County,Alabama,https://livingwage.mit.edu/counties/01111,Minimum Wage
0,$13.66,$27.39,$33.78,$43.22,$22.38,$26.40,$30.01,$32.11,$11.19,$15.08,$18.77,$21.70,Russell County,Alabama,https://livingwage.mit.edu/counties/01113,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Russell County,Alabama,https://livingwage.mit.edu/counties/01113,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Russell County,Alabama,https://livingwage.mit.edu/counties/01113,Minimum Wage
0,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,Shelby County,Alabama,https://livingwage.mit.edu/counties/01117,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Shelby County,Alabama,https://livingwage.mit.edu/counties/01117,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Shelby County,Alabama,https://livingwage.mit.edu/counties/01117,Minimum Wage
0,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,St. Clair County,Alabama,https://livingwage.mit.edu/counties/01115,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,St. Clair County,Alabama,https://livingwage.mit.edu/counties/01115,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,St. Clair County,Alabama,https://livingwage.mit.edu/counties/01115,Minimum Wage
0,$13.40,$26.45,$32.25,$40.47,$21.61,$26.04,$29.64,$31.10,$10.80,$14.61,$18.00,$20.32,Sumter County,Alabama,https://livingwage.mit.edu/counties/01119,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sumter County,Alabama,https://livingwage.mit.edu/counties/01119,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sumter County,Alabama,https://livingwage.mit.edu/counties/01119,Minimum Wage
0,$12.89,$25.35,$30.73,$38.55,$21.09,$25.36,$28.97,$30.45,$10.55,$14.06,$17.24,$19.36,Talladega County,Alabama,https://livingwage.mit.edu/counties/01121,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Talladega County,Alabama,https://livingwage.mit.edu/counties/01121,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Talladega County,Alabama,https://livingwage.mit.edu/counties/01121,Minimum Wage
0,$13.04,$26.13,$32.51,$41.87,$21.29,$25.13,$28.74,$30.76,$10.65,$14.45,$18.13,$21.02,Tallapoosa County,Alabama,https://livingwage.mit.edu/counties/01123,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tallapoosa County,Alabama,https://livingwage.mit.edu/counties/01123,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tallapoosa County,Alabama,https://livingwage.mit.edu/counties/01123,Minimum Wage
0,$14.55,$27.48,$33.29,$41.96,$22.86,$27.08,$30.68,$32.60,$11.43,$15.13,$18.52,$21.07,Tuscaloosa County,Alabama,https://livingwage.mit.edu/counties/01125,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tuscaloosa County,Alabama,https://livingwage.mit.edu/counties/01125,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tuscaloosa County,Alabama,https://livingwage.mit.edu/counties/01125,Minimum Wage
0,$13.46,$26.87,$33.02,$41.60,$21.67,$26.12,$29.73,$31.21,$10.83,$14.82,$18.38,$20.88,Walker County,Alabama,https://livingwage.mit.edu/counties/01127,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walker County,Alabama,https://livingwage.mit.edu/counties/01127,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walker County,Alabama,https://livingwage.mit.edu/counties/01127,Minimum Wage
0,$12.84,$25.96,$32.13,$40.68,$21.09,$25.18,$28.78,$30.20,$10.55,$14.36,$17.94,$20.43,Washington County,Alabama,https://livingwage.mit.edu/counties/01129,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,Alabama,https://livingwage.mit.edu/counties/01129,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Washington County,Alabama,https://livingwage.mit.edu/counties/01129,Minimum Wage
0,$12.81,$25.82,$31.90,$40.96,$21.44,$25.13,$28.74,$30.77,$10.72,$14.29,$17.82,$20.57,Wilcox County,Alabama,https://livingwage.mit.edu/counties/01131,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilcox County,Alabama,https://livingwage.mit.edu/counties/01131,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilcox County,Alabama,https://livingwage.mit.edu/counties/01131,Minimum Wage
0,$12.72,$26.19,$32.64,$42.14,$20.92,$25.13,$28.74,$30.83,$10.46,$14.48,$18.20,$21.16,Winston County,Alabama,https://livingwage.mit.edu/counties/01133,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Winston County,Alabama,https://livingwage.mit.edu/counties/01133,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Winston County,Alabama,https://livingwage.mit.edu/counties/01133,Minimum Wage
0,$12.74,$25.72,$31.10,$39.10,$21.37,$25.74,$29.34,$31.00,$10.46,$14.25,$17.43,$19.64,"Anniston-Oxford-Jacksonville, AL",Alabama,https://livingwage.mit.edu/metros/11500,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Anniston-Oxford-Jacksonville, AL",Alabama,https://livingwage.mit.edu/metros/11500,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Anniston-Oxford-Jacksonville, AL",Alabama,https://livingwage.mit.edu/metros/11500,Minimum Wage
0,$13.43,$27.52,$33.91,$43.23,$22.02,$26.53,$30.13,$32.11,$10.80,$15.14,$18.83,$21.70,"Auburn-Opelika, AL",Alabama,https://livingwage.mit.edu/metros/12220,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Auburn-Opelika, AL",Alabama,https://livingwage.mit.edu/metros/12220,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Auburn-Opelika, AL",Alabama,https://livingwage.mit.edu/metros/12220,Minimum Wage
0,$15.31,$28.96,$35.30,$45.01,$23.89,$28.01,$31.61,$34.03,$11.74,$15.86,$19.52,$22.59,"Birmingham-Hoover, AL",Alabama,https://livingwage.mit.edu/metros/13820,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Birmingham-Hoover, AL",Alabama,https://livingwage.mit.edu/metros/13820,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Birmingham-Hoover, AL",Alabama,https://livingwage.mit.edu/metros/13820,Minimum Wage
0,$14.71,$28.05,$34.23,$43.91,$22.92,$27.27,$30.88,$33.43,$11.44,$15.41,$18.99,$22.04,"Daphne-Fairhope-Foley, AL",Alabama,https://livingwage.mit.edu/metros/19300,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Daphne-Fairhope-Foley, AL",Alabama,https://livingwage.mit.edu/metros/19300,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Daphne-Fairhope-Foley, AL",Alabama,https://livingwage.mit.edu/metros/19300,Minimum Wage
0,$12.83,$26.70,$33.15,$42.16,$21.47,$25.64,$29.25,$30.85,$10.50,$14.74,$18.45,$21.17,"Decatur, AL",Alabama,https://livingwage.mit.edu/metros/19460,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Decatur, AL",Alabama,https://livingwage.mit.edu/metros/19460,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Decatur, AL",Alabama,https://livingwage.mit.edu/metros/19460,Minimum Wage
0,$12.97,$25.44,$30.82,$38.80,$21.20,$25.45,$29.05,$30.70,$10.57,$14.10,$17.28,$19.49,"Dothan, AL",Alabama,https://livingwage.mit.edu/metros/20020,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Dothan, AL",Alabama,https://livingwage.mit.edu/metros/20020,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Dothan, AL",Alabama,https://livingwage.mit.edu/metros/20020,Minimum Wage
0,$12.96,$26.89,$33.34,$42.33,$21.61,$25.84,$29.44,$31.02,$10.57,$14.83,$18.55,$21.25,"Florence-Muscle Shoals, AL",Alabama,https://livingwage.mit.edu/metros/22520,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Florence-Muscle Shoals, AL",Alabama,https://livingwage.mit.edu/metros/22520,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Florence-Muscle Shoals, AL",Alabama,https://livingwage.mit.edu/metros/22520,Minimum Wage
0,$13.13,$25.41,$30.54,$38.09,$21.34,$25.69,$29.29,$30.77,$10.66,$14.09,$17.14,$19.13,"Gadsden, AL",Alabama,https://livingwage.mit.edu/metros/23460,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Gadsden, AL",Alabama,https://livingwage.mit.edu/metros/23460,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Gadsden, AL",Alabama,https://livingwage.mit.edu/metros/23460,Minimum Wage
0,$13.45,$27.38,$33.83,$43.24,$22.29,$26.32,$29.92,$31.93,$10.81,$15.07,$18.79,$21.71,"Huntsville, AL",Alabama,https://livingwage.mit.edu/metros/26620,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Huntsville, AL",Alabama,https://livingwage.mit.edu/metros/26620,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Huntsville, AL",Alabama,https://livingwage.mit.edu/metros/26620,Minimum Wage
0,$14.15,$27.38,$33.42,$42.54,$22.37,$26.74,$30.34,$32.47,$11.17,$15.08,$18.59,$21.36,"Mobile, AL",Alabama,https://livingwage.mit.edu/metros/33660,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Mobile, AL",Alabama,https://livingwage.mit.edu/metros/33660,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Mobile, AL",Alabama,https://livingwage.mit.edu/metros/33660,Minimum Wage
0,$13.56,$27.35,$33.42,$42.17,$22.59,$26.66,$30.27,$31.98,$10.87,$15.06,$18.59,$21.17,"Montgomery, AL",Alabama,https://livingwage.mit.edu/metros/33860,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Montgomery, AL",Alabama,https://livingwage.mit.edu/metros/33860,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Montgomery, AL",Alabama,https://livingwage.mit.edu/metros/33860,Minimum Wage
0,$14.23,$26.99,$32.69,$41.18,$22.52,$26.69,$30.29,$32.13,$11.20,$14.88,$18.22,$20.68,"Tuscaloosa, AL",Alabama,https://livingwage.mit.edu/metros/46220,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Tuscaloosa, AL",Alabama,https://livingwage.mit.edu/metros/46220,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Tuscaloosa, AL",Alabama,https://livingwage.mit.edu/metros/46220,Minimum Wage
0,$14.67,$28.92,$35.73,$45.58,$22.86,$27.59,$31.14,$33.53,$11.43,$15.87,$19.72,$23.00,Aleutians East Borough,Alaska,https://livingwage.mit.edu/counties/02013,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Aleutians East Borough,Alaska,https://livingwage.mit.edu/counties/02013,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Aleutians East Borough,Alaska,https://livingwage.mit.edu/counties/02013,Minimum Wage
0,$16.67,$33.56,$41.32,$53.02,$25.68,$31.29,$34.84,$38.14,$12.84,$18.19,$22.52,$26.72,Aleutians West Census Area,Alaska,https://livingwage.mit.edu/counties/02016,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Aleutians West Census Area,Alaska,https://livingwage.mit.edu/counties/02016,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Aleutians West Census Area,Alaska,https://livingwage.mit.edu/counties/02016,Minimum Wage
0,$15.27,$30.21,$37.64,$49.98,$23.38,$28.28,$31.82,$36.11,$11.69,$16.52,$20.67,$25.20,Anchorage Municipality,Alaska,https://livingwage.mit.edu/counties/02020,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Anchorage Municipality,Alaska,https://livingwage.mit.edu/counties/02020,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Anchorage Municipality,Alaska,https://livingwage.mit.edu/counties/02020,Minimum Wage
0,$17.28,$31.25,$37.14,$46.87,$26.68,$30.84,$34.39,$37.59,$13.34,$17.04,$20.43,$23.64,Bethel Census Area,Alaska,https://livingwage.mit.edu/counties/02050,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Bethel Census Area,Alaska,https://livingwage.mit.edu/counties/02050,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Bethel Census Area,Alaska,https://livingwage.mit.edu/counties/02050,Minimum Wage
0,$14.66,$29.80,$37.51,$49.08,$23.14,$27.58,$31.13,$34.36,$11.57,$16.32,$20.61,$24.75,Bristol Bay Borough,Alaska,https://livingwage.mit.edu/counties/02060,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Bristol Bay Borough,Alaska,https://livingwage.mit.edu/counties/02060,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Bristol Bay Borough,Alaska,https://livingwage.mit.edu/counties/02060,Minimum Wage
0,$16.25,$32.03,$39.71,$50.98,$24.68,$29.84,$33.39,$36.34,$12.34,$17.43,$21.71,$25.70,Denali Borough,Alaska,https://livingwage.mit.edu/counties/02068,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Denali Borough,Alaska,https://livingwage.mit.edu/counties/02068,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Denali Borough,Alaska,https://livingwage.mit.edu/counties/02068,Minimum Wage
0,$15.38,$29.54,$35.70,$46.26,$24.48,$28.87,$32.41,$36.17,$12.24,$16.18,$19.71,$23.34,Dillingham Census Area,Alaska,https://livingwage.mit.edu/counties/02070,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Dillingham Census Area,Alaska,https://livingwage.mit.edu/counties/02070,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Dillingham Census Area,Alaska,https://livingwage.mit.edu/counties/02070,Minimum Wage
0,$14.79,$31.08,$39.23,$52.36,$23.49,$28.41,$31.96,$36.29,$11.74,$16.95,$21.47,$26.39,Fairbanks North Star Borough,Alaska,https://livingwage.mit.edu/counties/02090,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Fairbanks North Star Borough,Alaska,https://livingwage.mit.edu/counties/02090,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Fairbanks North Star Borough,Alaska,https://livingwage.mit.edu/counties/02090,Minimum Wage
0,$13.98,$28.79,$36.47,$47.86,$22.19,$26.61,$30.16,$33.25,$11.10,$15.81,$20.09,$24.14,Haines Borough,Alaska,https://livingwage.mit.edu/counties/02100,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Haines Borough,Alaska,https://livingwage.mit.edu/counties/02100,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Haines Borough,Alaska,https://livingwage.mit.edu/counties/02100,Minimum Wage
0,$13.32,$27.12,$33.57,$43.37,$22.57,$26.16,$29.71,$32.41,$11.28,$14.97,$18.64,$21.89,Hoonah-Angoon Census Area,Alaska,https://livingwage.mit.edu/counties/02105,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Hoonah-Angoon Census Area,Alaska,https://livingwage.mit.edu/counties/02105,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Hoonah-Angoon Census Area,Alaska,https://livingwage.mit.edu/counties/02105,Minimum Wage
0,$15.48,$29.99,$36.00,$47.42,$24.48,$29.46,$33.01,$37.78,$12.24,$16.41,$19.86,$23.91,Juneau City and Borough,Alaska,https://livingwage.mit.edu/counties/02110,Living Wage
1,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Juneau City and Borough,Alaska,https://livingwage.mit.edu/counties/02110,Poverty Wage
2,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Juneau City and Borough,Alaska,https://livingwage.mit.edu/counties/02110,Minimum Wage
0,$15.01,$29.85,$37.67,$49.29,$22.81,$27.52,$31.07,$34.24,$11.40,$16.34,$20.69,$24.85,Kenai Peninsula Borough,Alaska,https://livingwage.mit.edu/counties/02122,Living Wage
