FIPS_Code,State,Area_name,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013
1083,AL,"Limestone County, AL",33039,31770,1269,3.8,33450,31976,1474,4.4,33230,31448,1782,5.4,34062,32188,1874,5.5,34683,32921,1762,5.1,35029,33486,1543,4.4,35804,34508,1296,3.6,36415,35171,1244,3.4,37419,35596,1823,4.9,38219,34795,3424,9,38356,34700,3656,9.5,38994,35648,3346,8.6,39017,36267,2750,7,39391,36891,2500,6.3,39648,37244,2404,6.1,39848,37653,2195,5.5,40349,38229,2120,5.3,41411,39692,1719,4.2,42790,41274,1516,3.5,44272,43081,1191,2.7,44624,42724,1900,4.3,64729,125.0294571,2,2,1
1085,AL,"Lowndes County, AL",5087,4732,355,7,5043,4675,368,7.3,5048,4597,451,8.9,5040,4577,463,9.2,4965,4511,454,9.1,4937,4544,393,8,4817,4454,363,7.5,4772,4406,366,7.7,4861,4313,548,11.3,4867,3999,868,17.8,4342,3555,787,18.1,4233,3491,742,17.5,4093,3448,645,15.8,4010,3436,574,14.3,3879,3384,495,12.8,3819,3376,443,11.6,3770,3371,399,10.6,3653,3344,309,8.5,3600,3338,262,7.3,3499,3296,203,5.8,3661,3173,488,13.3,33930,65.53862,2,2,1
1087,AL,"Macon County, AL",9139,8606,533,5.8,8959,8433,526,5.9,8789,8220,569,6.5,8554,7959,595,7,8622,8031,591,6.9,8680,8173,507,5.8,8843,8380,463,5.2,8888,8397,491,5.5,9112,8410,702,7.7,9308,8263,1045,11.2,8928,7635,1293,14.5,8502,7321,1181,13.9,8299,7388,911,11,8410,7587,823,9.8,8250,7502,748,9.1,7951,7307,644,8.1,7803,7208,595,7.6,7868,7399,469,6,7829,7407,422,5.4,7856,7522,334,4.3,8063,7290,773,9.6,34281,66.21660614,6,6,0
1089,AL,"Madison County, AL",149626,144268,5358,3.6,150541,144676,5865,3.9,150356,143433,6923,4.6,154878,147566,7312,4.7,157774,150549,7225,4.6,158361,152734,5627,3.6,161511,156243,5268,3.3,165619,160439,5180,3.1,168276,161020,7256,4.3,168854,156443,12411,7.4,169944,155994,13950,8.2,171679,157588,14091,8.2,170324,158207,12117,7.1,171178,160213,10965,6.4,170377,159923,10454,6.1,170473,161071,9402,5.5,172125,163288,8837,5.1,175368,168333,7035,4,180767,174517,6250,3.5,184941,180126,4815,2.6,187247,178579,8668,4.6,68609,132.5240021,2,2,1
1091,AL,"Marengo County, AL",9072,8594,478,5.3,8948,8409,539,6,9003,8429,574,6.4,9034,8468,566,6.3,8855,8320,535,6,8580,8092,488,5.7,8600,8204,396,4.6,8170,7728,442,5.4,7985,7374,611,7.7,8052,7000,1052,13.1,8130,7036,1094,13.5,7867,6888,979,12.4,7661,6865,796,10.4,7628,6940,688,9,7636,7031,605,7.9,7387,6820,567,7.7,7608,7063,545,7.2,7676,7232,444,5.8,7576,7203,373,4.9,7681,7409,272,3.5,7766,7281,485,6.2,38838,75.01882935,7,11,0
1093,AL,"Marion County, AL",14302,13339,963,6.7,12997,11855,1142,8.8,12687,11576,1111,8.8,13124,12184,940,7.2,13332,12492,840,6.3,13500,12900,600,4.4,13515,12930,585,4.3,13007,12314,693,5.3,12727,11679,1048,8.2,12259,10386,1873,15.3,13203,11448,1755,13.3,12546,11155,1391,11.1,12465,11326,1139,9.1,12477,11475,1002,8,12311,11342,969,7.9,12453,11583,870,7,12394,11572,822,6.6,12486,11867,619,5,12567,12057,510,4.1,12748,12299,449,3.5,13034,12373,661,5.1,44675,86.29348755,7,11,0
1095,AL,"Marshall County, AL",40809,38836,1973,4.8,40140,37895,2245,5.6,40464,38052,2412,6,40751,38486,2265,5.6,41615,39619,1996,4.8,41846,40225,1621,3.9,42030,40583,1447,3.4,41398,39946,1452,3.5,41694,39645,2049,4.9,40653,36871,3782,9.3,41688,37721,3967,9.5,41097,37235,3862,9.4,40730,37477,3253,8,40573,37762,2811,6.9,39974,37321,2653,6.6,40290,37944,2346,5.8,41240,39034,2206,5.3,41954,40286,1668,4,42737,41299,1438,3.4,44060,42962,1098,2.5,44275,42430,1845,4.2,48913,94.47953796,4,5,0
1097,AL,"Mobile County, AL",186171,176895,9276,5,184868,174354,10514,5.7,182152,170334,11818,6.5,180945,168440,12505,6.9,179039,167474,11565,6.5,179899,171056,8843,4.9,182199,174677,7522,4.1,184901,177341,7560,4.1,187300,176287,11013,5.9,186230,166932,19298,10.4,192800,171314,21486,11.1,193845,173055,20790,10.7,188890,171102,17788,9.4,186932,170729,16203,8.7,185640,171332,14308,7.7,186483,173586,12897,6.9,186230,173856,12374,6.6,186372,176373,9999,5.4,188203,179435,8768,4.7,188741,181682,7059,3.7,190882,175761,15121,7.9,49492,95.59792328,2,2,1
1099,AL,"Monroe County, AL",10343,9669,674,6.5,9957,9229,728,7.3,9739,8914,825,8.5,9452,8665,787,8.3,9712,8994,718,7.4,9560,8976,584,6.1,9329,8770,559,6,8971,8381,590,6.6,8806,7881,925,10.5,8573,7029,1544,18,8694,7147,1547,17.8,8312,7020,1292,15.5,7988,6963,1025,12.8,7764,6829,935,12,7625,6787,838,11,7324,6583,741,10.1,7255,6596,659,9.1,7200,6701,499,6.9,7157,6720,437,6.1,7320,6966,354,4.8,7474,6864,610,8.2,40005,77.27298737,7,11,0
1101,AL,"Montgomery County, AL",106415,101919,4496,4.2,105566,100729,4837,4.6,104187,98616,5571,5.3,104919,98839,6080,5.8,104837,98882,5955,5.7,104869,100113,4756,4.5,105816,101442,4374,4.1,106395,101939,4456,4.2,106185,99685,6500,6.1,104848,94765,10083,9.6,108868,98105,10763,9.9,109098,98539,10559,9.7,107436,98546,8890,8.3,106274,98405,7869,7.4,105193,98012,7181,6.8,104799,98376,6423,6.1,104883,98929,5954,5.7,105451,100729,4722,4.5,105494,101297,4197,4,106077,102780,3297,3.1,107103,98735,8368,7.8,52711,101.8156891,2,2,1
1103,AL,"Morgan County, AL",56614,54205,2409,4.3,56580,53654,2926,5.2,55482,51944,3538,6.4,55442,51834,3608,6.5,56042,52679,3363,6,55553,53069,2484,4.5,55946,53712,2234,4,56760,54729,2031,3.6,56997,53912,3085,5.4,56231,50661,5570,9.9,57844,51711,6133,10.6,58319,52836,5483,9.4,57472,52866,4606,8,56951,52979,3972,7,56135,52450,3685,6.6,54782,51538,3244,5.9,54413,51395,3018,5.5,54881,52555,2326,4.2,56908,54930,1978,3.5,58288,56777,1511,2.6,58899,56265,2634,4.5,54355,104.9912109,3,2,1
1105,AL,"Perry County, AL",4132,3747,385,9.3,3899,3466,433,11.1,3860,3403,457,11.8,3857,3447,410,10.6,3696,3326,370,10,3526,3208,318,9,3587,3289,298,8.3,3554,3248,306,8.6,3600,3180,420,11.7,3727,3043,684,18.4,3885,3243,642,16.5,3860,3229,631,16.3,3691,3188,503,13.6,3566,3077,489,13.7,3494,3073,421,12,3478,3129,349,10,3438,3083,355,10.3,3431,3155,276,8,3397,3177,220,6.5,3381,3203,178,5.3,3437,3064,373,10.9,29572,57.12078094,8,4,0
1107,AL,"Pickens County, AL",8657,8000,657,7.6,8498,7774,724,8.5,8274,7591,683,8.3,8169,7508,661,8.1,8030,7430,600,7.5,7938,7510,428,5.4,8119,7713,406,5,8034,7624,410,5.1,7931,7345,586,7.4,7997,6992,1005,12.6,7696,6701,995,12.9,7564,6666,898,11.9,7477,6701,776,10.4,7415,6713,702,9.5,7770,7139,631,8.1,7987,7445,542,6.8,7702,7172,530,6.9,7699,7273,426,5.5,7713,7360,353,4.6,7904,7625,279,3.5,7660,7161,499,6.5,40249,77.74429321,3,2,1
1109,AL,"Pike County, AL",14153,13364,789,5.6,13605,12873,732,5.4,13748,12925,823,6,14454,13616,838,5.8,15097,14295,802,5.3,14974,14369,605,4,15182,14578,604,4,15609,14967,642,4.1,15803,15005,798,5,15777,14404,1373,8.7,15698,14229,1469,9.4,15447,14077,1370,8.9,15034,13802,1232,8.2,14911,13755,1156,7.8,14975,13877,1098,7.3,14904,13918,986,6.6,14825,13860,965,6.5,15252,14487,765,5,15195,14510,685,4.5,15331,14825,506,3.3,15636,14864,772,4.9,41271,79.71837616,6,5,0
1111,AL,"Randolph County, AL",10026,9534,492,4.9,9989,9356,633,6.3,9711,9051,660,6.8,9826,9101,725,7.4,10053,9386,667,6.6,9794,9197,597,6.1,9765,9249,516,5.3,9510,9017,493,5.2,9616,8888,728,7.6,9354,8072,1282,13.7,9701,8428,1273,13.1,9440,8378,1062,11.3,9154,8294,860,9.4,9205,8480,725,7.9,9291,8669,622,6.7,9410,8852,558,5.9,9350,8827,523,5.6,9458,9030,428,4.5,9541,9159,382,4,9497,9204,293,3.1,9414,8967,447,4.7,42922,82.9074173,6,4,0
1113,AL,"Russell County, AL",22142,21109,1033,4.7,21589,20384,1205,5.6,21521,20008,1513,7,21957,20313,1644,7.5,21371,19989,1382,6.5,21440,20158,1282,6,21484,20233,1251,5.8,21792,20442,1350,6.2,21717,19921,1796,8.3,21477,19041,2436,11.3,23828,21271,2557,10.7,24601,22088,2513,10.2,24945,22697,2248,9,24999,23160,1839,7.4,24812,23197,1615,6.5,24051,22614,1437,6,23338,22038,1300,5.6,23327,22286,1041,4.5,23915,22957,958,4,23708,23001,707,3,23500,22290,1210,5.1,43670,84.35224152,2,2,1
1115,AL,"St. Clair County, AL",31555,30359,1196,3.8,31855,30507,1348,4.2,32033,30392,1641,5.1,32422,30742,1680,5.2,33124,31489,1635,4.9,33663,32335,1328,3.9,35091,33868,1223,3.5,36117,34862,1255,3.5,36480,34586,1894,5.2,36664,33003,3661,10,38296,34472,3824,10,38508,35152,3356,8.7,38544,35827,2717,7,38792,36379,2413,6.2,38577,36367,2210,5.7,38470,36452,2018,5.2,38757,36745,2012,5.2,39076,37473,1603,4.1,39944,38558,1386,3.5,40698,39591,1107,2.7,40132,38146,1986,4.9,65403,126.3313446,1,1,1
1117,AL,"Shelby County, AL",82798,80512,2286,2.8,84572,82074,2498,3,85927,82879,3048,3.5,88643,85521,3122,3.5,91642,88582,3060,3.3,94460,91578,2882,3.1,98507,95835,2672,2.7,99839,97177,2662,2.7,101102,97190,3912,3.9,99778,92685,7093,7.1,102466,95317,7149,7,104209,97774,6435,6.2,105474,100036,5438,5.2,106861,101840,5021,4.7,107413,102624,4789,4.5,107932,103362,4570,4.2,108670,103986,4684,4.3,110987,107294,3693,3.3,114122,110895,3227,2.8,116412,113842,2570,2.2,114048,109646,4402,3.9,77801,150.2791138,1,1,1
1119,AL,"Sumter County, AL",5420,4922,498,9.2,5155,4715,440,8.5,5116,4655,461,9,5129,4615,514,10,4974,4506,468,9.4,4850,4501,349,7.2,4795,4472,323,6.7,4791,4472,319,6.7,4728,4300,428,9.1,4730,4081,649,13.7,5774,5018,756,13.1,5555,4832,723,13,5425,4842,583,10.7,5459,4959,500,9.2,5381,4927,454,8.4,5096,4687,409,8,5069,4678,391,7.7,4956,4621,335,6.8,4801,4522,279,5.8,4755,4537,218,4.6,4745,4414,331,7,29209,56.4196167,8,6,0
1121,AL,"Talladega County, AL",35828,33954,1874,5.2,36049,33666,2383,6.6,37413,34651,2762,7.4,38355,35403,2952,7.7,38846,36247,2599,6.7,39578,37693,1885,4.8,39487,37464,2023,5.1,39019,36949,2070,5.3,38306,35452,2854,7.5,37552,32583,4969,13.2,35097,30455,4642,13.2,35260,31207,4053,11.5,35056,31693,3363,9.6,35747,32632,3115,8.7,35445,32710,2735,7.7,35052,32736,2316,6.6,34528,32244,2284,6.6,34558,32772,1786,5.2,35180,33686,1494,4.2,35654,34428,1226,3.4,36123,33591,2532,7,47719,92.1732254,4,3,0
1123,AL,"Tallapoosa County, AL",19486,18522,964,4.9,19371,18213,1158,6,18920,17428,1492,7.9,18527,17250,1277,6.9,18383,17255,1128,6.1,18538,17709,829,4.5,18552,17619,933,5,18357,17364,993,5.4,18192,16843,1349,7.4,18055,15801,2254,12.5,19075,16615,2460,12.9,18350,16274,2076,11.3,18461,16830,1631,8.8,18384,16874,1510,8.2,18448,17072,1376,7.5,18696,17550,1146,6.1,18426,17396,1030,5.6,18151,17363,788,4.3,17880,17144,736,4.1,18452,17894,558,3,17864,16625,1239,6.9,47100,90.97757721,6,6,0
1125,AL,"Tuscaloosa County, AL",82181,78918,3263,4,81828,78363,3465,4.2,81800,77987,3813,4.7,82423,78399,4024,4.9,83358,79467,3891,4.7,84590,81456,3134,3.7,87591,84741,2850,3.3,89193,86200,2993,3.4,89168,84817,4351,4.9,88900,80625,8275,9.3,94028,85458,8570,9.1,95489,87574,7915,8.3,95418,88575,6843,7.2,95579,89414,6165,6.5,97230,91523,5707,5.9,98625,93229,5396,5.5,98431,92864,5567,5.7,99589,95310,4279,4.3,102058,98355,3703,3.6,104950,102096,2854,2.7,102222,95473,6749,6.6,52307,101.0353317,3,2,1
1127,AL,"Walker County, AL",31714,29851,1863,5.9,31419,29513,1906,6.1,30778,28820,1958,6.4,30444,28485,1959,6.4,30180,28361,1819,6,29693,28391,1302,4.4,29905,28556,1349,4.5,29122,27839,1283,4.4,28764,27062,1702,5.9,28095,25092,3003,10.7,27274,23867,3407,12.5,27076,24045,3031,11.2,26608,24107,2501,9.4,26347,24086,2261,8.6,25796,23766,2030,7.9,25503,23650,1853,7.3,25356,23465,1891,7.5,24836,23545,1291,5.2,25021,23964,1057,4.2,25148,24311,837,3.3,24877,23431,1446,5.8,45991,88.83544922,1,1,1
1129,AL,"Washington County, AL",7781,7243,538,6.9,7489,6812,677,9,7191,6442,749,10.4,7130,6391,739,10.4,6939,6285,654,9.4,6868,6444,424,6.2,6906,6510,396,5.7,7020,6595,425,6.1,6891,6290,601,8.7,6889,5933,956,13.9,7377,6348,1029,13.9,7097,6073,1024,14.4,6887,6046,841,12.2,6711,5972,739,11,6664,6028,636,9.5,6685,6086,599,9,6686,6109,577,8.6,6678,6212,466,7,6682,6296,386,5.8,6699,6384,315,4.7,6729,6190,539,8,48864,94.3848877,8,7,0
1131,AL,"Wilcox County, AL",3968,3617,351,8.8,3859,3466,393,10.2,3829,3390,439,11.5,3831,3360,471,12.3,3725,3282,443,11.9,3615,3283,332,9.2,3572,3264,308,8.6,3450,3110,340,9.9,3493,2990,503,14.4,3586,2717,869,24.2,3054,2266,788,25.8,2971,2290,681,22.9,2894,2305,589,20.4,2782,2239,543,19.5,2868,2385,483,16.8,2819,2404,415,14.7,2795,2391,404,14.5,2800,2471,329,11.8,2746,2486,260,9.5,2706,2512,194,7.2,2871,2448,423,14.7,30998,59.87522125,9,10,0
1133,AL,"Winston County, AL",11768,10841,927,7.9,10810,9783,1027,9.5,10511,9589,922,8.8,10446,9459,987,9.4,10343,9598,745,7.2,10338,9819,519,5,10600,10081,519,4.9,10313,9725,588,5.7,9995,9103,892,8.9,9433,7890,1543,16.4,9868,8322,1546,15.7,9806,8496,1310,13.4,9621,8637,984,10.2,9638,8719,919,9.5,9647,8822,825,8.6,9354,8645,709,7.6,9455,8783,672,7.1,9668,9166,502,5.2,9767,9360,407,4.2,10122,9785,337,3.3,10017,9542,475,4.7,40827,78.86075592,6,4,0
2013,AK,"Aleutians East Borough, AK",942,860,82,8.7,1011,928,83,8.2,970,886,84,8.7,1012,915,97,9.6,1115,1019,96,8.6,1075,972,103,9.6,1136,1040,96,8.5,1091,1006,85,7.8,1141,1045,96,8.4,1133,1018,115,10.2,2028,1910,118,5.8,2174,2036,138,6.3,2130,1983,147,6.9,2207,2073,134,6.1,2219,2121,98,4.4,2472,2395,77,3.1,2589,2523,66,2.5,2550,2490,60,2.4,2321,2256,65,2.8,2560,2502,58,2.3,2523,2423,100,4,66923,86.68445587,9,12,0
2016,AK,"Aleutians West Census Area, AK",2738,2597,141,5.1,2639,2485,154,5.8,2739,2569,170,6.2,2940,2755,185,6.3,3077,2878,199,6.5,3139,2958,181,5.8,3205,3023,182,5.7,3081,2915,166,5.4,3055,2883,172,5.6,3002,2785,217,7.2,3949,3742,207,5.2,4238,3985,253,6,4252,3953,299,7,4252,3957,295,6.9,4464,4253,211,4.7,4060,3908,152,3.7,3982,3856,126,3.2,3752,3623,129,3.4,3647,3531,116,3.2,3657,3544,113,3.1,3732,3563,169,4.5,84726,109.7444382,9,11,0
2020,AK,"Anchorage Borough/municipality, AK",140750,133661,7089,5,142100,135100,7000,4.9,144205,135942,8263,5.7,145843,136789,9054,6.2,146603,137927,8676,5.9,148840,140606,8234,5.5,151131,143105,8026,5.3,150839,143224,7615,5,151840,143873,7967,5.2,153655,143338,10317,6.7,157743,146993,10750,6.8,158382,148731,9651,6.1,157748,149177,8571,5.4,157637,149423,8214,5.2,157650,149591,8059,5.1,156476,148856,7620,4.9,155471,147254,8217,5.3,154046,145674,8372,5.4,151067,143566,7501,5,149118,142485,6633,4.4,148392,137421,10971,7.4,82512,106.8766785,2,2,1
2050,AK,"Bethel Census Area, AK",6406,5833,573,8.9,6319,5701,618,9.8,6844,6129,715,10.4,7072,6218,854,12.1,7018,6131,887,12.6,7084,6172,912,12.9,6961,6041,920,13.2,6935,6057,878,12.7,6900,5973,927,13.4,7039,6019,1020,14.5,7174,6091,1083,15.1,7208,6104,1104,15.3,7193,6074,1119,15.6,7390,6193,1197,16.2,7270,6120,1150,15.8,7325,6304,1021,13.9,7219,6230,989,13.7,7336,6405,931,12.7,7144,6305,839,11.7,7098,6283,815,11.5,6963,6158,805,11.6,48262,62.51311493,7,11,0
2060,AK,"Bristol Bay Borough, AK",925,866,59,6.4,948,897,51,5.4,908,847,61,6.7,971,912,59,6.1,1042,976,66,6.3,969,912,57,5.9,1017,962,55,5.4,1062,1012,50,4.7,1006,959,47,4.7,1043,992,51,4.9,505,454,51,10.1,516,469,47,9.1,479,431,48,10,489,445,44,9,495,456,39,7.9,380,346,34,8.9,413,385,28,6.8,422,397,25,5.9,448,423,25,5.6,451,427,24,5.3,417,386,31,7.4,87950,113.9204407,9,12,0
2068,AK,"Denali Borough, AK",1341,1244,97,7.2,1450,1357,93,6.4,1527,1416,111,7.3,1410,1287,123,8.7,1519,1399,120,7.9,1587,1483,104,6.6,1641,1546,95,5.8,1597,1499,98,6.1,1601,1507,94,5.9,1411,1291,120,8.5,1013,888,125,12.3,1016,874,142,14,1043,898,145,13.9,1072,937,135,12.6,1068,959,109,10.2,1066,976,90,8.4,1091,996,95,8.7,1148,1051,97,8.4,1066,989,77,7.2,1102,1021,81,7.4,680,573,107,15.7,78434,101.5944977,8,7,0
2070,AK,"Dillingham Census Area, AK",1964,1820,144,7.3,1914,1761,153,8,1933,1739,194,10,1926,1714,212,11,2053,1830,223,10.9,2060,1839,221,10.7,2097,1897,200,9.5,2040,1856,184,9,2061,1875,186,9,2152,1927,225,10.5,2090,1871,219,10.5,2100,1873,227,10.8,2124,1911,213,10,2123,1906,217,10.2,2111,1902,209,9.9,2033,1843,190,9.3,2073,1881,192,9.3,2053,1881,172,8.4,2022,1873,149,7.4,1987,1847,140,7,1742,1599,143,8.2,57436,74.39607239,9,12,0
2090,AK,"Fairbanks North Star Borough, AK",41048,38543,2505,6.1,41459,38999,2460,5.9,41915,39192,2723,6.5,42713,39765,2948,6.9,44147,41305,2842,6.4,45190,42534,2656,5.9,45091,42521,2570,5.7,45319,42824,2495,5.5,45900,43209,2691,5.9,45971,42618,3353,7.3,48234,44917,3317,6.9,48167,44992,3175,6.6,48009,45047,2962,6.2,47057,44292,2765,5.9,46662,44016,2646,5.7,46308,43862,2446,5.3,46443,43824,2619,5.6,46505,43856,2649,5.7,45962,43569,2393,5.2,45510,43373,2137,4.7,44679,41838,2841,6.4,74076,95.94963837,3,2,1
2100,AK,"Haines Borough, AK",1397,1285,112,8,1249,1127,122,9.8,1279,1134,145,11.3,1361,1204,157,11.5,1412,1272,140,9.9,1471,1338,133,9,1449,1332,117,8.1,1443,1337,106,7.3,1354,1238,116,8.6,1416,1284,132,9.3,1151,1024,127,11,1163,1044,119,10.2,1104,992,112,10.1,1136,1021,115,10.1,1108,991,117,10.6,1083,980,103,9.5,1071,966,105,9.8,1082,992,90,8.3,1104,1007,97,8.8,1133,1043,90,7.9,1018,859,159,15.6,62548,81.01757813,9,12,0
2110,AK,"Juneau Borough/city, AK",18040,17203,837,4.6,18007,17169,838,4.7,18004,17034,970,5.4,18111,17074,1037,5.7,17972,16923,1049,5.8,18326,17341,985,5.4,18494,17597,897,4.9,18433,17611,822,4.5,18755,17886,869,4.6,18369,17253,1116,6.1,17880,16787,1093,6.1,17833,16821,1012,5.7,17831,16909,922,5.2,17504,16619,885,5.1,17412,16548,864,5,17060,16283,777,4.6,17343,16599,744,4.3,17326,16578,748,4.3,17248,16559,689,4,17302,16625,677,3.9,16374,15293,1081,6.6,85419,110.6420746,5,8,0
2122,AK,"Kenai Peninsula Borough, AK",24609,22597,2012,8.2,24348,22371,1977,8.1,24830,22474,2356,9.5,25086,22564,2522,10.1,25364,22937,2427,9.6,25294,23065,2229,8.8,25390,23309,2081,8.2,25654,23653,2001,7.8,26253,24180,2073,7.9,26907,24189,2718,10.1,27009,24220,2789,10.3,27184,24538,2646,9.7,27270,24881,2389,8.8,27699,25463,2236,8.1,27867,25712,2155,7.7,27557,25470,2087,7.6,27123,24906,2217,8.2,26869,24790,2079,7.7,26611,24762,1849,6.9,26551,24947,1604,6,26341,23948,2393,9.1,68625,88.88903046,7,11,0
2130,AK,"Ketchikan Gateway Borough, AK",8299,7782,517,6.2,8141,7601,540,6.6,7783,7136,647,8.3,7807,7184,623,8,7893,7303,590,7.5,7956,7417,539,6.8,8078,7582,496,6.1,8208,7749,459,5.6,8281,7807,474,5.7,8324,7713,611,7.3,7122,6477,645,9.1,7155,6523,632,8.8,7151,6561,590,8.3,7132,6572,560,7.9,7083,6535,548,7.7,6944,6482,462,6.7,7019,6581,438,6.2,7106,6698,408,5.7,7042,6657,385,5.5,7022,6637,385,5.5,6520,5893,627,9.6,75706,98.06095886,7,8,0
2150,AK,"Kodiak Island Borough, AK",6548,6004,544,8.3,6449,5882,567,8.8,6306,5743,563,8.9,5973,5398,575,9.6,6185,5640,545,8.8,6050,5546,504,8.3,6130,5672,458,7.5,6132,5751,381,6.2,6386,5963,423,6.6,6598,6112,486,7.4,6465,5971,494,7.6,6757,6246,511,7.6,6691,6237,454,6.8,6563,6153,410,6.2,6563,6197,366,5.6,6608,6300,308,4.7,6418,6101,317,4.9,6333,6036,297,4.7,6164,5834,330,5.4,5988,5695,293,4.9,6090,5710,380,6.2,79669,103.1941757,7,11,0
2158,AK,"Kusilvak Census Area, AK",2237,1897,340,15.2,2342,1983,359,15.3,2486,2058,428,17.2,2657,2185,472,17.8,2505,2000,505,20.2,2542,2008,534,21,2532,2007,525,20.7,2576,2056,520,20.2,2597,2079,518,19.9,2705,2128,577,21.3,2668,2107,561,21,2758,2165,593,21.5,2764,2146,618,22.4,2771,2114,657,23.7,2812,2152,660,23.5,2787,2160,627,22.5,2706,2142,564,20.8,2739,2231,508,18.5,2681,2193,488,18.2,2652,2186,466,17.6,2299,1854,445,19.4,35369,45.81298828,9,12,0
2164,AK,"Lake and Peninsula Borough, AK",1036,982,54,5.2,965,905,60,6.2,919,850,69,7.5,944,868,76,8.1,916,826,90,9.8,1038,962,76,7.3,1078,1013,65,6,1164,1101,63,5.4,1134,1059,75,6.6,1088,997,91,8.4,605,515,90,14.9,637,539,98,15.4,635,537,98,15.4,635,536,99,15.6,641,538,103,16.1,643,565,78,12.1,653,575,78,11.9,717,638,79,11,746,670,76,10.2,710,647,63,8.9,689,624,65,9.4,51693,66.95724487,9,12,0
2170,AK,"Matanuska-Susitna Borough, AK",28896,26793,2103,7.3,29888,27784,2104,7,31373,28815,2558,8.2,32897,30052,2845,8.6,34539,31660,2879,8.3,36688,33871,2817,7.7,38939,36023,2916,7.5,39736,36906,2830,7.1,41424,38382,3042,7.3,42473,38588,3885,9.1,42324,38178,4146,9.8,43238,39177,4061,9.4,43610,39776,3834,8.8,43718,40053,3665,8.4,44744,41199,3545,7.9,46057,42633,3424,7.4,47353,43613,3740,7.9,48345,44608,3737,7.7,48169,44872,3297,6.8,48361,45432,2929,6.1,47848,43858,3990,8.3,75856,98.25524902,2,2,1
2180,AK,"Nome Census Area, AK",3705,3348,357,9.6,3693,3337,356,9.6,3862,3481,381,9.9,3921,3501,420,10.7,3955,3496,459,11.6,3976,3480,496,12.5,3887,3418,469,12.1,3788,3372,416,11,3976,3578,398,10,3970,3494,476,12,4115,3582,533,13,4117,3599,518,12.6,4166,3673,493,11.8,4123,3613,510,12.4,4107,3610,497,12.1,4065,3596,469,11.5,4072,3574,498,12.2,4098,3633,465,11.3,4106,3678,428,10.4,4032,3637,395,9.8,3927,3516,411,10.5,58464,75.72763062,7,11,0
2185,AK,"North Slope Borough, AK",3407,3121,286,8.4,3713,3438,275,7.4,3771,3449,322,8.5,3709,3332,377,10.2,3674,3299,375,10.2,3716,3379,337,9.1,4133,3850,283,6.8,4666,4417,249,5.3,5138,4928,210,4.1,5295,5037,258,4.9,3965,3635,330,8.3,3980,3670,310,7.8,4012,3697,315,7.9,4052,3753,299,7.4,4338,4084,254,5.9,4296,4059,237,5.5,3951,3694,257,6.5,3604,3354,250,6.9,3420,3206,214,6.3,3561,3360,201,5.6,3200,3011,189,5.9,84784,109.8195648,7,11,0
2188,AK,"Northwest Arctic Borough, AK",2948,2682,266,9,3025,2729,296,9.8,3067,2721,346,11.3,2983,2594,389,13,2875,2492,383,13.3,3059,2694,365,11.9,2956,2620,336,11.4,2962,2644,318,10.7,2969,2637,332,11.2,2989,2623,366,12.2,2962,2551,411,13.9,2980,2510,470,15.8,3024,2542,482,15.9,3054,2551,503,16.5,2991,2490,501,16.8,2893,2444,449,15.5,2950,2496,454,15.4,2950,2501,449,15.2,2927,2557,370,12.6,2908,2542,366,12.6,2942,2590,352,12,61660,79.86736298,7,11,0
